CustomerID,Recency,Frequency,Monetary,R_score,F_score,M_score,RFM_Score,Segment
13871.0,32,1,456.05,3,1,3,7,Clients Ordinaires
13873.0,33,1,121.45,3,1,1,5,Clients Ordinaires
13874.0,81,1,540.45,2,1,4,7,Clients Perdus
13875.0,25,1,340.65,4,1,3,8,Nouveaux Clients
13880.0,7,3,508.1,5,5,3,13,Clients Fidèles
13881.0,1,2,1699.24,5,4,5,14,Champions
13884.0,1,3,196.25,5,5,2,12,Clients Prometteurs
13890.0,82,1,190.35,2,1,2,5,Clients Perdus
13893.0,21,1,821.1,4,1,4,9,Nouveaux Clients
13894.0,34,1,160.85,3,1,1,5,Clients Ordinaires
13898.0,49,1,155.93,2,1,1,4,Clients Perdus
13901.0,42,1,214.4,3,1,2,6,Clients Ordinaires
13904.0,18,1,201.12,4,1,2,7,Nouveaux Clients
13911.0,22,2,559.27,4,4,4,12,Champions
13922.0,75,1,172.25,2,1,1,4,Clients Perdus
13929.0,50,1,412.85,2,1,3,6,Clients Perdus
13931.0,4,1,378.21000000000004,5,1,3,9,Nouveaux Clients
13932.0,18,1,307.4,4,1,2,7,Nouveaux Clients
13939.0,35,1,184.5,3,1,2,6,Clients Ordinaires
13941.0,21,2,2118.96,4,4,5,13,Champions
13948.0,84,1,102.0,1,1,1,3,Clients Perdus
13951.0,18,1,212.56,4,1,2,7,Nouveaux Clients
13953.0,76,1,500.0,2,1,3,6,Clients Perdus
13955.0,29,1,205.1,3,1,2,6,Clients Ordinaires
13959.0,4,2,337.44,5,4,3,12,Clients Fidèles
13963.0,32,4,664.54,3,5,4,12,Clients Fidèles
13969.0,46,2,662.83,2,4,4,10,À Risque
13971.0,9,1,333.48,5,1,3,9,Nouveaux Clients
13973.0,11,1,264.7,5,1,2,8,Nouveaux Clients
13982.0,50,2,903.8,2,4,4,10,À Risque
13983.0,29,4,949.94,3,5,4,12,Clients Fidèles
13984.0,49,2,284.75,2,4,2,8,Clients Ordinaires
13993.0,13,2,822.85,4,4,4,12,Champions
13999.0,46,2,609.7,2,4,4,10,À Risque
14001.0,97,1,301.24,1,1,2,4,Clients Perdus
14004.0,12,1,900.02,5,1,4,10,Nouveaux Clients
14006.0,36,1,304.44,3,1,2,6,Clients Ordinaires
14012.0,1,1,328.8,5,1,3,9,Nouveaux Clients
14016.0,81,1,753.74,2,1,4,7,Clients Perdus
14030.0,29,3,983.73,3,5,5,13,Clients Fidèles
14031.0,4,6,4526.59,5,5,5,15,Champions
14032.0,79,2,619.42,2,4,4,10,À Risque
14035.0,21,1,301.6,4,1,2,7,Nouveaux Clients
14036.0,8,1,626.65,5,1,4,10,Nouveaux Clients
14037.0,88,1,111.8,1,1,1,3,Clients Perdus
14040.0,37,3,914.05,3,5,4,12,Clients Fidèles
14044.0,33,1,170.44,3,1,1,5,Clients Ordinaires
14045.0,61,3,1251.75,2,5,5,12,À Risque
14046.0,8,1,154.99,5,1,1,7,Nouveaux Clients
14047.0,60,2,296.22,2,4,2,8,Clients Ordinaires
14048.0,29,1,409.93,3,1,3,7,Clients Ordinaires
14049.0,41,1,1028.08,3,1,5,9,Clients Ordinaires
14051.0,11,6,3126.36,5,5,5,15,Champions
14056.0,8,1,582.37,5,1,4,10,Nouveaux Clients
14057.0,4,5,1936.73,5,5,5,15,Champions
14060.0,14,6,1931.46,4,5,5,14,Champions
14062.0,47,4,3096.39,2,5,5,12,À Risque
14068.0,44,1,265.85,2,1,2,5,Clients Perdus
14078.0,8,2,306.28999999999996,5,4,2,11,Clients Prometteurs
14081.0,26,2,921.62,4,4,4,12,Champions
14082.0,88,1,182.25,1,1,2,4,Clients Perdus
14083.0,78,3,444.36,2,5,3,10,À Risque
14085.0,33,6,1960.66,3,5,5,13,Clients Fidèles
14088.0,46,1,7544.91,2,1,5,8,Clients Perdus
14090.0,48,1,76.32000000000001,2,1,1,4,Clients Perdus
14092.0,46,3,920.23,2,5,4,11,À Risque
14099.0,19,3,818.73,4,5,4,13,Champions
14101.0,18,2,1844.03,4,4,5,13,Champions
14107.0,20,2,621.09,4,4,4,12,Champions
14113.0,78,1,433.5,2,1,3,6,Clients Perdus
14114.0,54,1,195.13,2,1,2,5,Clients Perdus
14127.0,34,1,314.63,3,1,3,7,Clients Ordinaires
14130.0,43,1,480.91,2,1,3,6,Clients Perdus
14133.0,39,1,318.0,3,1,3,7,Clients Ordinaires
14135.0,50,7,1811.91,2,5,5,12,À Risque
14142.0,97,1,311.81,1,1,2,4,Clients Perdus
14146.0,81,1,1241.43,2,1,5,8,Clients Perdus
14147.0,9,1,182.8,5,1,2,8,Nouveaux Clients
14150.0,83,1,306.18,1,1,2,4,Clients Perdus
14156.0,7,8,28278.4,5,5,5,15,Champions
14157.0,9,1,269.18,5,1,2,8,Nouveaux Clients
14159.0,86,1,189.92,1,1,2,4,Clients Perdus
14161.0,2,2,546.19,5,4,4,13,Champions
14162.0,16,1,177.68,4,1,1,6,Nouveaux Clients
14167.0,55,1,148.35,2,1,1,4,Clients Perdus
14175.0,53,1,322.58,2,1,3,6,Clients Perdus
14176.0,21,4,576.9000000000001,4,5,4,13,Champions
14180.0,6,10,2235.62,5,5,5,15,Champions
14185.0,55,1,197.65,2,1,2,5,Clients Perdus
14188.0,34,1,398.0,3,1,3,7,Clients Ordinaires
14189.0,12,4,1165.49,5,5,5,15,Champions
14194.0,32,1,516.95,3,1,3,7,Clients Ordinaires
14201.0,83,1,67.24000000000001,1,1,1,3,Clients Perdus
14209.0,56,1,347.95,2,1,3,6,Clients Perdus
14210.0,20,3,977.3900000000001,4,5,5,14,Champions
14211.0,8,2,465.1,5,4,3,12,Clients Fidèles
14214.0,1,1,638.65,5,1,4,10,Nouveaux Clients
14215.0,39,3,922.11,3,5,4,12,Clients Fidèles
14217.0,35,4,378.8,3,5,3,11,Clients Fidèles
14220.0,81,1,312.98,2,1,3,6,Clients Perdus
14221.0,63,1,312.95,2,1,3,6,Clients Perdus
14224.0,44,1,244.3,2,1,2,5,Clients Perdus
14227.0,8,1,736.7,5,1,4,10,Nouveaux Clients
14229.0,15,2,762.13,4,4,4,12,Champions
14231.0,12,1,308.95,5,1,2,8,Nouveaux Clients
14233.0,34,2,630.95,3,4,4,11,Clients Fidèles
14236.0,95,1,189.3,1,1,2,4,Clients Perdus
14237.0,97,1,161.0,1,1,1,3,Clients Perdus
14238.0,50,1,146.85,2,1,1,4,Clients Perdus
14239.0,6,3,795.48,5,5,4,14,Champions
14242.0,49,1,138.35,2,1,1,4,Clients Perdus
14243.0,12,4,1139.8,5,5,5,15,Champions
14247.0,2,1,136.76999999999998,5,1,1,7,Nouveaux Clients
14248.0,42,1,302.58,3,2,2,7,Clients Prometteurs
14256.0,88,1,523.86,1,2,4,7,Clients Perdus
14257.0,42,1,620.14,3,2,4,9,Clients Prometteurs
14258.0,22,2,4286.18,4,4,5,13,Champions
14270.0,55,1,492.65000000000003,2,2,3,7,Clients Perdus
14276.0,13,1,341.2,4,2,3,9,Nouveaux Clients
14282.0,91,1,571.0,1,2,4,7,Clients Perdus
14289.0,13,1,322.24,4,2,3,9,Nouveaux Clients
14290.0,85,1,777.5600000000001,1,2,4,7,Clients Perdus
14292.0,6,1,463.0,5,2,3,10,Nouveaux Clients
14293.0,29,2,508.02000000000004,3,4,3,10,Clients Fidèles
14298.0,12,14,11823.9,5,5,5,15,Champions
14299.0,42,4,1565.94,3,5,5,13,Clients Fidèles
14307.0,48,2,1270.56,2,4,5,11,À Risque
14309.0,20,3,588.39,4,5,4,13,Champions
14312.0,34,2,436.37,3,4,3,10,Clients Fidèles
14320.0,56,1,352.51,2,2,3,7,Clients Perdus
14321.0,57,1,326.82,2,2,3,7,Clients Perdus
14329.0,53,1,1547.58,2,2,5,9,Clients Perdus
14334.0,43,2,672.57,2,4,4,10,À Risque
14341.0,42,2,335.63,3,4,3,10,Clients Fidèles
14344.0,82,3,355.65000000000003,2,5,3,10,À Risque
14346.0,21,1,262.44,4,2,2,8,Nouveaux Clients
14355.0,89,1,174.4,1,2,1,4,Clients Perdus
14368.0,43,1,155.0,2,2,1,5,Clients Perdus
14371.0,19,1,100.5,4,2,1,7,Nouveaux Clients
14373.0,82,1,76.55,2,2,1,5,Clients Perdus
14379.0,19,1,110.98,4,2,1,7,Nouveaux Clients
14386.0,20,1,142.4,4,2,1,7,Nouveaux Clients
14388.0,5,2,714.25,5,4,4,13,Champions
14390.0,96,1,223.7,1,2,2,5,Clients Perdus
14395.0,58,2,689.36,2,4,4,10,À Risque
14396.0,95,1,110.35000000000001,1,2,1,4,Clients Perdus
14401.0,39,2,552.12,3,4,4,11,Clients Fidèles
14404.0,51,2,391.08,2,4,3,9,À Risque
14409.0,42,3,666.1,3,5,4,12,Clients Fidèles
14410.0,29,1,137.65,3,2,1,6,Clients Prometteurs
14411.0,34,1,1063.0,3,2,5,10,Clients Prometteurs
14413.0,86,1,121.05,1,2,1,4,Clients Perdus
14414.0,82,1,217.2,2,2,2,6,Clients Perdus
14415.0,28,3,1581.56,3,5,5,13,Clients Fidèles
14419.0,88,1,124.1,1,2,1,4,Clients Perdus
14426.0,36,2,701.17,3,4,4,11,Clients Fidèles
14428.0,49,1,203.55,2,2,2,6,Clients Perdus
14431.0,26,1,470.36,4,2,3,9,Nouveaux Clients
14437.0,89,1,63.0,1,2,1,4,Clients Perdus
14438.0,30,1,131.9,3,2,1,6,Clients Prometteurs
14439.0,43,1,2661.24,2,2,5,9,Clients Perdus
14440.0,40,2,1185.71,3,4,5,12,Clients Fidèles
14442.0,40,1,675.58,3,2,4,9,Clients Prometteurs
14443.0,34,2,608.4,3,4,4,11,Clients Fidèles
14447.0,4,1,265.0,5,2,2,9,Nouveaux Clients
14448.0,88,1,102.35000000000001,1,2,1,4,Clients Perdus
14449.0,96,1,210.24,1,2,2,5,Clients Perdus
14450.0,44,1,161.03,2,2,1,5,Clients Perdus
14457.0,34,1,113.64,3,2,1,6,Clients Prometteurs
14460.0,34,1,30.0,3,2,1,6,Clients Prometteurs
14462.0,32,3,444.02,3,5,3,11,Clients Fidèles
14465.0,26,1,597.3,4,2,4,10,Nouveaux Clients
14466.0,4,3,1035.65,5,5,5,15,Champions
14467.0,36,1,131.7,3,2,1,6,Clients Prometteurs
14470.0,11,1,297.64,5,2,2,9,Nouveaux Clients
14472.0,9,3,944.1899999999999,5,5,4,14,Champions
14473.0,6,1,85.0,5,2,1,8,Nouveaux Clients
14475.0,28,1,306.55,3,2,2,7,Clients Prometteurs
14477.0,21,1,165.0,4,2,1,7,Nouveaux Clients
14479.0,89,1,174.4,1,2,1,4,Clients Perdus
14481.0,11,1,302.86,5,2,2,9,Nouveaux Clients
14483.0,5,1,137.1,5,2,1,8,Nouveaux Clients
14487.0,92,1,125.10000000000001,1,2,1,4,Clients Perdus
14491.0,96,1,127.2,1,2,1,4,Clients Perdus
14496.0,35,2,538.8100000000001,3,4,4,11,Clients Fidèles
14497.0,33,1,475.37,3,2,3,8,Clients Prometteurs
14498.0,85,1,166.22,1,2,1,4,Clients Perdus
14499.0,2,1,122.87,5,2,1,8,Nouveaux Clients
14501.0,43,1,66.93,2,2,1,5,Clients Perdus
14502.0,16,2,445.4,4,4,3,11,Clients Fidèles
14504.0,2,1,147.23,5,2,1,8,Nouveaux Clients
14505.0,61,2,1355.66,2,4,5,11,À Risque
14506.0,7,2,554.16,5,4,4,13,Champions
14513.0,12,1,18.75,5,2,1,8,Nouveaux Clients
14514.0,55,1,255.25,2,2,2,6,Clients Perdus
14520.0,14,1,165.0,4,2,1,7,Nouveaux Clients
14524.0,5,2,470.05,5,4,3,12,Clients Fidèles
14525.0,50,2,726.95,2,4,4,10,À Risque
14527.0,8,14,2132.14,5,5,5,15,Champions
14530.0,20,1,662.86,4,2,4,10,Nouveaux Clients
14532.0,9,3,792.3000000000001,5,5,4,14,Champions
14533.0,76,1,433.5,2,2,3,7,Clients Perdus
14534.0,21,3,770.73,4,5,4,13,Champions
14540.0,33,1,195.9,3,2,2,7,Clients Prometteurs
14541.0,11,4,832.35,5,5,4,14,Champions
14543.0,20,3,946.25,4,5,4,13,Champions
14544.0,85,1,1101.77,1,2,5,8,Clients Perdus
14548.0,41,1,326.4,3,2,3,8,Clients Prometteurs
14549.0,35,1,289.24,3,2,2,7,Clients Prometteurs
14553.0,63,1,201.94,2,2,2,6,Clients Perdus
14555.0,26,1,186.34,4,2,2,8,Nouveaux Clients
14560.0,7,5,704.47,5,5,4,14,Champions
14562.0,13,2,434.7,4,4,3,11,Clients Fidèles
14565.0,85,1,1167.41,1,2,5,8,Clients Perdus
14570.0,4,2,218.06,5,4,2,11,Clients Prometteurs
14572.0,48,1,331.03,2,2,3,7,Clients Perdus
14573.0,5,3,705.1,5,5,4,14,Champions
14576.0,96,1,35.400000000000006,1,2,1,4,Clients Perdus
14577.0,86,1,346.90000000000003,1,2,3,6,Clients Perdus
14587.0,28,3,511.12,3,5,3,11,Clients Fidèles
14589.0,95,1,39.75,1,2,1,4,Clients Perdus
14594.0,97,1,255.0,1,2,2,5,Clients Perdus
14595.0,37,1,163.8,3,2,1,6,Clients Prometteurs
14600.0,29,1,393.33000000000004,3,2,3,8,Clients Prometteurs
14606.0,1,28,4114.32,5,5,5,15,Champions
14608.0,86,1,204.0,1,2,2,5,Clients Perdus
14609.0,20,1,144.0,4,2,1,7,Nouveaux Clients
14616.0,8,2,247.68000000000004,5,4,2,11,Clients Prometteurs
14618.0,61,1,211.8,2,2,2,6,Clients Perdus
14620.0,7,1,235.35,5,2,2,9,Nouveaux Clients
14621.0,82,1,305.7,2,2,2,6,Clients Perdus
14625.0,85,1,585.53,1,2,4,7,Clients Perdus
14631.0,22,1,309.5,4,2,2,8,Nouveaux Clients
14639.0,15,2,1235.13,4,4,5,13,Champions
14643.0,81,1,357.94,2,2,3,7,Clients Perdus
14644.0,22,1,187.50000000000003,4,2,2,8,Nouveaux Clients
14646.0,14,10,57866.02,4,5,5,14,Champions
14653.0,62,1,344.81,2,2,3,7,Clients Perdus
14656.0,7,1,133.11,5,2,1,8,Nouveaux Clients
14657.0,6,2,524.4,5,4,4,13,Champions
14659.0,21,2,774.97,4,4,4,12,Champions
14662.0,40,1,96.95,3,2,1,6,Clients Prometteurs
14665.0,20,3,731.66,4,5,4,13,Champions
14667.0,16,7,2586.25,4,5,5,14,Champions
14669.0,56,2,837.5,2,4,4,10,À Risque
14670.0,4,2,392.86,5,4,3,12,Clients Fidèles
14672.0,60,1,285.28000000000003,2,2,2,6,Clients Perdus
14673.0,91,1,373.49,1,2,3,6,Clients Perdus
14676.0,7,1,556.32,5,2,4,11,Nouveaux Clients
14680.0,18,5,8284.12,4,5,5,14,Champions
14684.0,86,1,168.36,1,2,1,4,Clients Perdus
14688.0,7,6,1700.42,5,5,5,15,Champions
14692.0,23,2,380.85,4,4,3,11,Clients Fidèles
14696.0,49,2,588.25,2,4,4,10,À Risque
14701.0,2,3,892.61,5,5,4,14,Champions
14702.0,4,6,1185.7,5,5,5,15,Champions
14708.0,92,1,419.06,1,2,3,6,Clients Perdus
14709.0,40,2,722.05,3,4,4,11,Clients Fidèles
14713.0,46,3,648.09,2,5,4,11,À Risque
14715.0,22,2,247.45,4,4,2,10,Clients Prometteurs
14723.0,81,3,455.65,2,5,3,10,À Risque
14729.0,97,1,313.49,1,2,3,6,Clients Perdus
14732.0,7,2,673.98,5,4,4,13,Champions
14733.0,26,6,6940.72,4,5,5,14,Champions
14735.0,34,5,1016.85,3,5,5,13,Clients Fidèles
14737.0,77,1,434.0,2,2,3,7,Clients Perdus
14738.0,40,1,204.77,3,2,2,7,Clients Prometteurs
14739.0,62,2,943.44,2,4,4,10,À Risque
14740.0,7,1,521.1,5,2,3,10,Nouveaux Clients
14741.0,85,2,495.3,1,4,3,8,À Risque
14744.0,21,5,928.03,4,5,4,13,Champions
14745.0,9,1,240.60000000000002,5,2,2,9,Nouveaux Clients
14748.0,92,2,470.42,1,4,3,8,À Risque
14754.0,19,1,228.26999999999998,4,2,2,8,Nouveaux Clients
14755.0,20,2,994.48,4,4,5,13,Champions
14760.0,21,1,89.2,4,2,1,7,Nouveaux Clients
14761.0,58,1,97.5,2,2,1,5,Clients Perdus
14766.0,90,1,180.4,1,2,2,5,Clients Perdus
14769.0,48,2,870.99,2,4,4,10,À Risque
14770.0,47,1,278.6,2,2,2,6,Clients Perdus
14775.0,96,1,406.56,1,2,3,6,Clients Perdus
14776.0,36,1,558.36,3,2,4,9,Clients Prometteurs
14778.0,32,1,334.05,3,2,3,8,Clients Prometteurs
14779.0,4,3,386.15,5,5,3,13,Clients Fidèles
14782.0,43,1,200.10000000000002,2,2,2,6,Clients Perdus
14784.0,47,1,114.68,2,2,1,5,Clients Perdus
14794.0,58,1,179.1,2,2,2,6,Clients Perdus
14796.0,4,6,2285.39,5,5,5,15,Champions
14798.0,34,1,75.68,3,2,1,6,Clients Prometteurs
14800.0,58,3,1753.6399999999999,2,5,5,12,À Risque
14803.0,16,1,542.15,4,2,4,10,Nouveaux Clients
14805.0,37,1,109.25,3,2,1,6,Clients Prometteurs
14810.0,9,4,641.74,5,5,4,14,Champions
14813.0,93,2,152.88,1,4,1,6,Clients Ordinaires
14817.0,1,1,580.79,5,2,4,11,Nouveaux Clients
14821.0,90,1,48.800000000000004,1,2,1,4,Clients Perdus
14825.0,21,3,631.87,4,5,4,13,Champions
14828.0,60,1,582.0,2,2,4,8,Clients Perdus
14829.0,84,2,385.33,1,4,3,8,À Risque
14841.0,12,2,991.95,5,4,5,14,Champions
14842.0,32,1,310.0,3,2,2,7,Clients Prometteurs
14849.0,21,8,1428.03,4,5,5,14,Champions
14850.0,35,1,325.75,3,2,3,8,Clients Prometteurs
14865.0,95,1,37.2,1,2,1,4,Clients Perdus
14866.0,90,1,103.67999999999999,1,2,1,4,Clients Perdus
14867.0,60,1,300.74,2,2,2,6,Clients Perdus
14871.0,84,1,120.95,1,2,1,4,Clients Perdus
14878.0,16,2,433.89000000000004,4,4,3,11,Clients Fidèles
14880.0,12,1,129.2,5,2,1,8,Nouveaux Clients
14889.0,60,1,135.9,2,2,1,5,Clients Perdus
14895.0,14,1,2346.34,4,2,5,11,Nouveaux Clients
14896.0,89,1,257.22,1,2,2,5,Clients Perdus
14897.0,20,1,175.5,4,2,1,7,Nouveaux Clients
14898.0,26,3,424.05,4,5,3,12,Clients Fidèles
14901.0,84,3,497.04999999999995,1,5,3,9,À Risque
14903.0,2,1,529.88,5,2,4,11,Nouveaux Clients
14907.0,84,3,960.69,1,5,4,10,À Risque
14911.0,4,25,15524.09,5,5,5,15,Champions
14913.0,83,1,300.87,1,2,2,5,Clients Perdus
14915.0,1,1,142.28,5,2,1,8,Nouveaux Clients
14916.0,48,1,295.05,2,2,2,6,Clients Perdus
14932.0,89,1,363.53,1,2,3,6,Clients Perdus
14934.0,6,1,828.84,5,2,4,11,Nouveaux Clients
14935.0,21,1,1784.71,4,2,5,11,Nouveaux Clients
14944.0,20,2,754.29,4,4,4,12,Champions
14952.0,9,3,2183.83,5,5,5,15,Champions
14959.0,20,1,178.66,4,2,2,8,Nouveaux Clients
14961.0,21,3,2103.03,4,5,5,14,Champions
14970.0,40,1,337.5,3,2,3,8,Clients Prometteurs
14976.0,50,1,155.95,2,2,1,5,Clients Perdus
14978.0,13,3,1132.4,4,5,5,14,Champions
14985.0,81,1,119.77,2,2,1,5,Clients Perdus
14987.0,89,1,163.2,1,2,1,4,Clients Perdus
14995.0,4,1,119.31,5,2,1,8,Nouveaux Clients
15002.0,20,3,1147.5900000000001,4,5,5,14,Champions
15005.0,5,5,1102.26,5,5,5,15,Champions
15012.0,97,1,188.56,1,2,2,5,Clients Perdus
15018.0,91,1,111.25,1,2,1,4,Clients Perdus
15021.0,90,1,198.09,1,2,2,5,Clients Perdus
15023.0,49,2,984.35,2,4,5,11,À Risque
15024.0,20,3,680.59,4,5,4,13,Champions
15026.0,1,1,108.97999999999999,5,2,1,8,Nouveaux Clients
15028.0,92,1,185.97,1,2,2,5,Clients Perdus
15031.0,6,1,150.83,5,2,1,8,Nouveaux Clients
15032.0,90,2,2770.6,1,4,5,10,À Risque
15033.0,53,1,556.55,2,2,4,8,Clients Perdus
15034.0,2,3,1650.6100000000001,5,5,5,15,Champions
15038.0,93,1,118.88,1,2,1,4,Clients Perdus
15039.0,1,14,6720.92,5,5,5,15,Champions
15044.0,19,7,3168.6,4,5,5,14,Champions
15046.0,9,5,1188.19,5,5,5,15,Champions
15048.0,92,1,98.7,1,2,1,4,Clients Perdus
15052.0,43,1,207.73000000000002,2,2,2,6,Clients Perdus
15053.0,5,1,222.65,5,2,2,9,Nouveaux Clients
15057.0,39,1,1131.0,3,2,5,10,Clients Prometteurs
15058.0,23,3,470.57,4,5,3,12,Clients Fidèles
15059.0,20,3,369.91,4,5,3,12,Clients Fidèles
15061.0,6,20,23524.14,5,5,5,15,Champions
15062.0,8,2,460.98,5,4,3,12,Clients Fidèles
15065.0,15,1,773.66,4,2,4,10,Nouveaux Clients
15067.0,6,1,848.05,5,2,4,11,Nouveaux Clients
15070.0,96,1,106.2,1,2,1,4,Clients Perdus
15078.0,11,7,2218.64,5,5,5,15,Champions
15079.0,39,2,509.24,3,4,3,10,Clients Fidèles
15081.0,91,1,111.15,1,2,1,4,Clients Perdus
15087.0,5,1,306.94,5,2,2,9,Nouveaux Clients
15090.0,32,1,381.32,3,2,3,8,Clients Prometteurs
15092.0,7,1,323.16,5,2,3,10,Nouveaux Clients
15093.0,11,3,2603.21,5,5,5,15,Champions
15100.0,57,3,876.0,2,5,4,11,À Risque
15101.0,83,1,102.28,1,2,1,4,Clients Perdus
15104.0,6,1,374.64,5,2,3,10,Nouveaux Clients
15107.0,35,6,319.5,3,5,3,11,Clients Fidèles
15110.0,42,1,169.65,3,2,1,6,Clients Prometteurs
15111.0,96,1,288.5,1,2,2,5,Clients Perdus
15114.0,25,1,259.05,4,2,2,8,Nouveaux Clients
15121.0,12,1,295.15,5,2,2,9,Nouveaux Clients
15122.0,21,1,397.04,4,2,3,9,Nouveaux Clients
15129.0,15,1,355.40000000000003,4,2,3,9,Nouveaux Clients
15133.0,25,1,333.2,4,2,3,9,Nouveaux Clients
15139.0,60,1,122.10000000000001,2,2,1,5,Clients Perdus
15144.0,36,1,378.32,3,2,3,8,Clients Prometteurs
15146.0,15,1,834.22,4,2,4,10,Nouveaux Clients
15157.0,82,1,1085.46,2,2,5,9,Clients Perdus
15159.0,39,4,2698.12,3,5,5,13,Clients Fidèles
15160.0,81,1,158.16,2,2,1,5,Clients Perdus
15164.0,63,1,168.44,2,2,1,5,Clients Perdus
15165.0,97,1,487.75,1,2,3,6,Clients Perdus
15167.0,44,1,158.8,2,2,1,5,Clients Perdus
15171.0,55,1,1289.5,2,2,5,9,Clients Perdus
15174.0,46,1,135.75,2,2,1,5,Clients Perdus
15179.0,43,1,1285.62,2,2,5,9,Clients Perdus
15180.0,91,1,87.5,1,2,1,4,Clients Perdus
15189.0,6,5,1619.72,5,5,5,15,Champions
15192.0,89,1,315.0,1,2,3,6,Clients Perdus
15194.0,7,6,2513.73,5,5,5,15,Champions
15197.0,81,1,556.5,2,2,4,8,Clients Perdus
15199.0,32,1,353.09999999999997,3,2,3,8,Clients Prometteurs
15203.0,35,1,211.94,3,2,2,7,Clients Prometteurs
15204.0,81,1,316.58,2,2,3,7,Clients Perdus
15208.0,77,1,65.4,2,2,1,5,Clients Perdus
15211.0,89,1,383.07,1,2,3,6,Clients Perdus
15213.0,42,2,328.35,3,4,3,10,Clients Fidèles
15218.0,42,1,581.66,3,2,4,9,Clients Prometteurs
15220.0,4,1,316.11,5,2,3,10,Nouveaux Clients
15221.0,90,1,403.25,1,2,3,6,Clients Perdus
15222.0,42,1,585.0,3,2,4,9,Clients Prometteurs
15224.0,82,2,322.08,2,4,3,9,À Risque
15226.0,34,1,154.41,3,2,1,6,Clients Prometteurs
15227.0,8,2,625.07,5,4,4,13,Champions
15228.0,18,1,904.85,4,2,4,10,Nouveaux Clients
15235.0,8,9,1460.94,5,5,5,15,Champions
15236.0,22,1,321.05,4,2,3,9,Nouveaux Clients
15240.0,35,1,312.9,3,2,3,8,Clients Prometteurs
15241.0,7,1,395.33,5,2,3,10,Nouveaux Clients
15246.0,82,1,186.0,2,2,2,6,Clients Perdus
15257.0,7,1,317.15,5,2,3,10,Nouveaux Clients
15260.0,96,2,420.5,1,4,3,8,À Risque
15262.0,47,1,178.95000000000002,2,2,2,6,Clients Perdus
15266.0,62,1,119.3,2,2,1,5,Clients Perdus
15270.0,25,3,1013.5,4,5,5,14,Champions
15271.0,61,2,364.84999999999997,2,4,3,9,À Risque
15279.0,78,1,290.51,2,2,2,6,Clients Perdus
15281.0,11,2,1014.57,5,4,5,14,Champions
15288.0,89,1,165.65,1,2,1,4,Clients Perdus
15290.0,1,5,1099.1299999999999,5,5,5,15,Champions
15291.0,1,5,1417.19,5,5,5,15,Champions
15296.0,50,1,1199.33,2,2,5,9,Clients Perdus
15298.0,48,3,873.08,2,5,4,11,À Risque
15299.0,96,3,1835.01,1,5,5,11,À Risque
15301.0,92,1,673.37,1,2,4,7,Clients Perdus
15303.0,14,1,574.02,4,2,4,10,Nouveaux Clients
15304.0,5,2,228.60000000000002,5,4,2,11,Clients Prometteurs
15311.0,4,28,15185.1,5,5,5,15,Champions
15312.0,78,1,289.74,2,2,2,6,Clients Perdus
15316.0,50,1,165.0,2,2,1,5,Clients Perdus
15319.0,7,1,204.5,5,2,2,9,Nouveaux Clients
15321.0,15,1,1159.47,4,2,5,11,Nouveaux Clients
15326.0,57,1,311.71,2,2,2,6,Clients Perdus
15332.0,90,4,1661.06,1,5,5,11,À Risque
15339.0,42,1,257.9,3,2,2,7,Clients Prometteurs
15346.0,56,1,252.42000000000002,2,2,2,6,Clients Perdus
15347.0,90,1,201.60000000000002,1,2,2,5,Clients Perdus
15350.0,97,1,115.65,1,2,1,4,Clients Perdus
15351.0,93,1,274.67,1,2,2,5,Clients Perdus
15353.0,91,1,311.65,1,2,2,5,Clients Perdus
15356.0,20,3,590.21,4,5,4,13,Champions
15358.0,4,8,3456.9,5,5,5,15,Champions
15361.0,85,1,418.92,1,2,3,6,Clients Perdus
15363.0,96,1,326.0,1,2,3,6,Clients Perdus
15365.0,39,1,208.61,3,2,2,7,Clients Prometteurs
15366.0,82,1,105.54,2,2,1,5,Clients Perdus
15370.0,21,2,754.22,4,4,4,12,Champions
15373.0,13,4,900.0,4,5,4,13,Champions
15379.0,47,3,2682.09,2,5,5,12,À Risque
15380.0,89,1,230.10000000000002,1,2,2,5,Clients Perdus
15382.0,19,1,1019.42,4,2,5,11,Nouveaux Clients
15384.0,83,1,303.57,1,2,2,5,Clients Perdus
15392.0,84,1,338.98,1,2,3,6,Clients Perdus
15393.0,5,1,124.10000000000001,5,2,1,8,Nouveaux Clients
15394.0,82,1,587.66,2,2,4,8,Clients Perdus
15395.0,49,1,107.45,2,2,1,5,Clients Perdus
15397.0,13,1,94.0,4,2,1,7,Nouveaux Clients
15400.0,2,1,346.1,5,2,3,10,Nouveaux Clients
15406.0,25,1,252.29,4,2,2,8,Nouveaux Clients
15407.0,29,1,165.0,3,2,1,6,Clients Prometteurs
15415.0,37,1,559.61,3,2,4,9,Clients Prometteurs
15416.0,6,1,1375.24,5,2,5,12,Nouveaux Clients
15421.0,34,1,295.06,3,2,2,7,Clients Prometteurs
15422.0,47,2,97.7,2,4,1,7,Clients Ordinaires
15426.0,93,1,382.57,1,2,3,6,Clients Perdus
15443.0,44,1,437.71,2,2,3,7,Clients Perdus
15447.0,54,1,155.17,2,2,1,5,Clients Perdus
15448.0,36,1,494.64,3,2,3,8,Clients Prometteurs
15454.0,86,1,179.1,1,2,2,5,Clients Perdus
